,id,source,destination,surge_multiplier,price,cab_type,datetime,short_summary,distance
435678,1b0bb273-9d01-432d-b833-10f1e4409178,North Station,Fenway,1.0,38.0,Lyft,2018-12-13 14:40:10, Partly Cloudy ,3.12
338409,100d1bb7-175d-462e-acf6-ffef71c9079c,Theatre District,Boston University,1.0,15.0,Uber,2018-12-01 03:38:01, Mostly Cloudy ,2.62
113652,c4403639-e245-48a4-8b38-2c93ed2ea961,Back Bay,Fenway,1.0,7.0,Lyft,2018-12-13 11:50:09, Partly Cloudy ,1.43
96646,f15e91bf-9f14-4419-b242-7a22233736aa,West End,Fenway,1.0,19.5,Lyft,2018-11-30 11:03:00, Clear ,2.99
110616,f66d4c8d-dfd5-479f-a64c-6159a404a9a1,North End,Financial District,1.0,15.0,Uber,2018-12-14 05:50:13, Overcast ,1.04
589587,ec5a27e0-e556-4d1e-8caa-b49d3f61bcf9,Boston University,North Station,1.0,10.5,Uber,2018-12-16 00:45:10, Partly Cloudy ,3.39
415022,631d27f8-4e75-4a82-be99-a2757684a0f8,West End,Fenway,1.0,17.0,Uber,2018-12-17 17:30:05, Overcast ,2.84
293178,84802f8c-aee3-41b3-ae34-d54fa8c8a72a,Back Bay,Haymarket Square,1.0,9.5,Uber,2018-11-30 15:33:06, Clear ,2.32
550950,547f83b9-0522-4c80-9e55-68a9e2ee63f4,Fenway,Back Bay,1.0,16.0,Uber,2018-11-29 11:23:02, Partly Cloudy ,1.5
634163,52d355e7-b26c-4da8-9d98-db66d17268ac,West End,Northeastern University,1.0,23.5,Uber,2018-12-17 15:30:10, Overcast ,3.15
653055,5b0403c2-3f04-4426-bc68-6c9e2b6404a1,Theatre District,South Station,1.25,19.5,Lyft,2018-11-27 23:33:24, Partly Cloudy ,0.63
607900,8ba286fc-dbc8-46b1-bc7e-964ca3414b2e,Back Bay,North End,1.0,7.0,Lyft,2018-11-27 09:06:22, Light Rain ,2.59
318574,28a956c2-24e1-4e5d-adf0-df22d88ba040,Theatre District,South Station,1.0,7.0,Uber,2018-11-29 03:44:07, Partly Cloudy ,0.55
126166,44209f3b-cee8-4504-916e-0356917ee50b,North End,Theatre District,1.0,26.0,Uber,2018-11-30 17:13:06, Mostly Cloudy ,1.79
116799,3e527fc7-1b09-4b38-89ca-3f7036212642,North Station,Boston University,1.0,16.5,Lyft,2018-11-28 11:21:24, Mostly Cloudy ,3.1
440854,3bfe80a8-b35f-4353-8fcf-51c1726f2601,Northeastern University,Beacon Hill,1.0,18.0,Uber,2018-11-27 00:17:15, Rain ,2.61
423397,3d2f0c4d-fecd-4ca7-88fe-b2fbcbbbb372,West End,Fenway,1.0,16.5,Lyft,2018-12-03 08:42:59, Foggy ,2.98
195463,4a54a887-6cf6-42cb-a476-3bc2e0221552,North Station,South Station,1.0,16.5,Lyft,2018-11-30 01:13:02, Clear ,1.76
185850,6a006c28-7046-4255-8be6-428dde8c60c6,North Station,Northeastern University,1.0,7.0,Lyft,2018-12-13 17:50:10, Mostly Cloudy ,3.31
144598,cb7a237a-4a9b-4a5e-bc10-0996c03cd678,North End,West End,1.0,13.5,Lyft,2018-12-13 19:45:11, Mostly Cloudy ,1.45
168504,9536ff25-63d8-4c61-838e-67f44200e679,Theatre District,Fenway,1.0,7.0,Lyft,2018-12-14 16:50:06, Clear ,3.16
277585,c7661df4-89ed-44a7-921d-5b74c1891af6,Back Bay,Fenway,1.0,11.0,Lyft,2018-12-15 20:25:11, Clear ,1.43
257288,53805ce8-8b54-4dab-a264-d883f97cb95b,Northeastern University,West End,1.0,13.5,Lyft,2018-11-28 19:29:07, Overcast ,2.79
649734,423f2b7b-1607-46a7-bc18-e722a87777c1,Northeastern University,Theatre District,1.0,5.0,Lyft,2018-11-27 09:36:22, Light Rain ,2.01
686048,8d26be5d-65e8-412c-badd-d95beafac187,North End,Financial District,1.0,8.0,Uber,2018-11-27 14:21:23, Overcast ,1.04
538520,5a57eec9-164f-461c-84c7-e6e29c98f44f,Financial District,Fenway,1.0,27.5,Lyft,2018-11-29 14:23:03, Partly Cloudy ,4.61
61408,cf355b9b-c659-479a-9bc7-f21bb3023b46,Haymarket Square,Beacon Hill,1.0,7.0,Lyft,2018-12-03 11:48:04, Overcast ,1.06
526541,06570868-66fc-4cea-b378-ab89b6c07cea,Boston University,Theatre District,1.0,18.0,Uber,2018-12-01 01:38:04, Overcast ,2.98
344591,f9ec4b14-c233-4d81-89fe-4ea88ed8372a,Haymarket Square,Beacon Hill,1.0,15.5,Uber,2018-11-28 09:55:37, Partly Cloudy ,0.91
96223,09560190-1e92-46be-a44e-2cf94765eec4,Fenway,Beacon Hill,1.0,9.5,Uber,2018-11-29 00:50:07, Mostly Cloudy ,2.46
607996,2e36f2d3-3158-4457-ad18-01e3b91d3a5c,Boston University,West End,1.0,11.0,Lyft,2018-11-27 05:51:22, Rain ,3.13
382697,90a4cf99-ad7f-4cb6-84c5-852a22d40666,Theatre District,Fenway,1.0,38.5,Lyft,2018-12-14 07:40:07, Overcast ,3.21
355817,6082c472-f535-4d62-ba66-8e8124c0375c,West End,Haymarket Square,1.0,10.5,Uber,2018-11-26 19:35:09, Overcast ,0.72
584424,2990e7f7-4179-47e7-a34e-dd1899f280d1,Fenway,West End,1.0,18.0,Uber,2018-12-13 15:45:14, Partly Cloudy ,3.79
435035,5df885f3-fb8e-4c84-85ae-c624c754861f,Theatre District,Fenway,1.0,17.0,Uber,2018-12-01 01:33:03, Overcast ,2.66
685564,37f7b8a0-66cd-44e0-a559-0482d0198cc0,South Station,North Station,1.0,30.5,Uber,2018-11-27 20:15:24, Mostly Cloudy ,2.38
659041,d8fa1f36-87c9-4f4e-bae8-ecd3317ed01e,Fenway,West End,1.0,10.5,Lyft,2018-12-01 17:13:00, Partly Cloudy ,2.81
684859,4b88e978-388f-4f59-ba11-710cc0b095d1,Back Bay,Haymarket Square,1.0,9.5,Uber,2018-11-30 00:43:00, Clear ,2.32
319775,20664f84-789e-4383-987a-785435a8923d,Haymarket Square,Theatre District,1.0,27.0,Uber,2018-11-27 13:57:24, Possible Drizzle ,1.16
439388,01c224ca-b249-46b5-90e8-e5d28e4c705a,Boston University,Beacon Hill,1.0,9.5,Uber,2018-12-10 02:23:37, Clear ,2.79
295011,bd55ab4c-1ff9-440a-a679-4b299c9b8dd1,Fenway,Back Bay,1.0,13.5,Lyft,2018-12-18 16:25:10, Partly Cloudy ,1.43
407049,f625aabe-592b-4b21-8a60-42c22282369a,Boston University,Beacon Hill,1.0,9.0,Uber,2018-11-27 03:54:22, Rain ,3.23
598629,b63284ec-fa94-4542-bc6b-73e0aaa61ddc,Financial District,North End,1.0,16.5,Lyft,2018-11-27 07:00:23, Light Rain ,1.26
630670,630c839b-c662-4943-93c3-a4e56bad6a32,Haymarket Square,Financial District,1.0,7.0,Lyft,2018-12-01 17:48:04, Partly Cloudy ,1.0
162363,b850593a-f528-4991-85b3-e12ebd621507,Theatre District,Fenway,1.75,38.0,Lyft,2018-11-28 17:11:23, Overcast ,3.08
387069,e542c8dd-5592-4701-8336-639e278c01ac,South Station,West End,1.0,12.5,Uber,2018-11-30 14:57:58, Clear ,1.7
306875,ff996fd6-26d7-4868-9404-83b4b7a70025,Theatre District,Fenway,1.0,34.5,Uber,2018-11-26 11:38:09, Foggy ,2.66
138900,d50687d0-a676-4bfe-a81e-219637c8cf03,North End,Financial District,1.0,15.0,Uber,2018-11-28 18:21:26, Overcast ,1.07
642754,003b48ff-7920-4ac7-8015-0801ad80b9a4,Financial District,North End,1.0,7.0,Uber,2018-12-14 14:10:18, Clear ,1.21
445556,1654d208-eefa-4902-acec-80fe27d041e0,North End,Back Bay,1.0,9.0,Lyft,2018-11-29 02:02:08, Mostly Cloudy ,2.83
52311,e1f03173-fcc6-4b99-8de9-645c0b89d9fb,North Station,Boston University,1.0,16.5,Lyft,2018-12-16 03:30:10, Clear ,3.15
129646,3f2074bf-8c70-4a32-a1e1-642188e290eb,Haymarket Square,Theatre District,1.0,9.5,Uber,2018-12-02 06:53:02, Overcast ,1.16
89488,240d6644-d7b0-45e2-a783-16e23524741b,South Station,Back Bay,1.0,20.5,Uber,2018-11-30 20:08:07, Overcast ,3.53
509457,dd69d43c-4ab9-4c4b-8559-b1d187abf3ee,Beacon Hill,South Station,1.0,14.0,Uber,2018-12-03 19:27:56, Overcast ,2.48
346058,ef2afaec-a3b7-4677-877c-6e6780b1785c,South Station,North Station,1.25,22.5,Lyft,2018-11-28 10:01:35, Partly Cloudy ,1.92
409853,7188b4ad-a2ec-4f5c-9e57-9fd4913a6d98,Beacon Hill,North End,1.0,7.0,Uber,2018-11-28 10:02:07, Partly Cloudy ,1.35
588721,d4e03b5b-f787-461a-9038-db4fb1d2a9fd,Boston University,West End,1.0,26.0,Lyft,2018-12-14 22:30:07, Mostly Cloudy ,3.11
331643,fb2d7047-0911-4d77-8abd-e11950c8d05f,Back Bay,North End,1.0,7.0,Lyft,2018-11-30 10:22:58, Clear ,3.0
415929,2b23d28d-86a7-4b7a-9ac0-28e0f87767d1,North Station,North End,1.0,26.0,Lyft,2018-11-28 15:53:07, Mostly Cloudy ,1.07
342436,2e4c2822-f08a-4e81-905b-e5cf465f96c2,North Station,North End,1.0,27.5,Lyft,2018-12-02 10:57:57, Light Rain ,1.07
18236,218808b5-873e-44cf-8d8f-7473bc702aae,Boston University,Theatre District,1.0,10.5,Lyft,2018-11-27 16:30:21, Overcast ,2.95
71892,21dcf9b1-24ac-4101-88b3-1877a9bb3d7f,Financial District,South Station,1.0,9.5,Uber,2018-12-04 05:13:04, Mostly Cloudy ,0.39
661479,b245d25b-e9c7-47f6-9fb0-9394d1d05d69,South Station,Beacon Hill,1.0,9.5,Uber,2018-12-16 08:10:11, Partly Cloudy ,2.5
190545,ca4ac75b-9aae-4b77-9745-094c536d9a33,West End,Boston University,1.5,22.5,Lyft,2018-12-17 03:10:08, Light Rain ,2.87
582753,24fb46fb-9f54-4dd7-8e3c-1e6c0e582c3a,Fenway,Beacon Hill,1.0,3.0,Lyft,2018-12-15 08:45:06, Overcast ,2.4
159446,6709d45c-5bdf-4b2a-a6d7-635e8f792123,West End,Haymarket Square,1.0,3.5,Lyft,2018-12-02 14:12:58, Light Rain ,0.76
259541,fa1ccc40-823e-40e2-bb17-f609020342ef,Financial District,Haymarket Square,1.0,7.0,Uber,2018-11-26 16:14:11, Overcast ,1.25
429322,d6ef7ade-69c9-49cf-9006-f77e03c5588e,West End,Fenway,1.0,19.5,Lyft,2018-11-28 10:35:08, Partly Cloudy ,2.95
660217,dc8266c4-ee35-4a5b-8201-be5082f71721,Fenway,Theatre District,1.0,30.5,Uber,2018-12-15 17:45:09, Mostly Cloudy ,2.66
556596,eab35664-bdc6-4fd5-8700-c1f95303f47e,North Station,Northeastern University,1.0,12.0,Uber,2018-11-30 07:13:06, Clear ,3.31
285351,7af85524-fddc-4969-91e8-3e0f95534e3d,Beacon Hill,North End,1.0,21.5,Uber,2018-12-01 13:43:02, Mostly Cloudy ,2.43
153513,b9184b80-96a1-429b-8934-86edd4660430,Haymarket Square,Beacon Hill,1.0,7.0,Lyft,2018-12-02 00:58:05, Clear ,1.14
69614,0b31e79f-dbf1-4679-9a1d-f6c341bbf108,Northeastern University,Theatre District,1.0,27.5,Lyft,2018-12-13 11:55:12, Partly Cloudy ,2.02
239690,3de3c8a8-77e9-4741-8ca0-3a4fed3ada75,North Station,Northeastern University,1.0,10.0,Uber,2018-11-27 11:36:22, Light Rain ,3.3
165340,96c5bf69-b23f-486f-95df-1ddd229f600a,North End,Theatre District,1.0,5.0,Lyft,2018-12-13 15:25:05, Partly Cloudy ,1.55
185115,ffdc34e2-7f75-4014-9376-20fd521ffd24,Northeastern University,West End,1.0,32.5,Lyft,2018-12-14 07:55:06, Overcast ,2.83
84083,c93a5707-a070-4172-b0b9-a27b0227f65a,Boston University,Back Bay,1.0,12.0,Uber,2018-12-02 08:17:57, Possible Drizzle ,1.56
467434,52b8d9e3-b0bf-4def-8ad8-af09c8eb432f,Northeastern University,Beacon Hill,1.0,27.0,Uber,2018-12-15 10:45:09, Overcast ,2.6
628667,ba4ae959-05a4-4f17-aca4-f33a3901b462,Theatre District,Haymarket Square,1.0,9.0,Uber,2018-11-26 09:05:12, Overcast ,1.61
561028,bf5dbb5a-7a5a-4384-884e-bff939e04f34,Back Bay,Haymarket Square,1.0,18.0,Uber,2018-12-03 16:48:03, Partly Cloudy ,2.32
566799,42572f0b-a3a3-4a60-ae90-763425aa4e37,North End,Theatre District,1.0,17.5,Uber,2018-12-01 17:43:03, Partly Cloudy ,1.41
241175,168b6f99-fa07-42c6-a2b9-ded1bf36667e,Haymarket Square,Back Bay,1.0,15.0,Uber,2018-11-30 05:43:04, Clear ,2.04
270987,010aae86-3e15-4bc6-801b-da009bf2b033,West End,South Station,1.0,13.0,Uber,2018-12-15 10:25:10, Overcast ,1.71
47892,8f240279-5340-4a56-8bf1-6f5ecd15f061,Northeastern University,Theatre District,1.0,9.5,Uber,2018-12-14 23:25:07, Mostly Cloudy ,2.81
674646,b3dbfc08-e472-4c47-804d-58ad89f62dcd,West End,North End,1.0,13.5,Lyft,2018-12-01 13:43:00, Mostly Cloudy ,1.05
608625,68ff1f36-1ffc-45a2-b6f0-5140669e8eeb,Fenway,Theatre District,1.0,22.5,Uber,2018-11-27 00:14:29, Rain ,2.66
356570,a6c2b610-f41f-4612-9f3d-f78e43db577f,North Station,Haymarket Square,1.0,13.5,Lyft,2018-12-14 23:25:07, Mostly Cloudy ,0.71
563489,4cdd560b-1681-4890-83b0-b5e3a6bb18e1,Theatre District,South Station,1.0,26.0,Uber,2018-12-15 05:50:10, Overcast ,0.55
210433,27d4bd9d-1342-4550-b669-8d64989903f6,North End,Beacon Hill,1.0,16.5,Lyft,2018-11-30 01:03:00, Clear ,1.73
281724,3e297af9-54a7-453f-8e94-8f0842a006de,Back Bay,North End,1.0,22.5,Lyft,2018-11-26 13:56:09, Overcast ,3.01
152683,81f759ad-6f20-4980-8e0d-d0a3aca8c74e,Boston University,West End,1.0,8.5,Uber,2018-12-14 22:35:05, Mostly Cloudy ,3.04
529857,7aaec49f-d3f8-475f-a52d-de458026fa7f,North Station,Fenway,1.0,16.5,Lyft,2018-12-18 02:55:11, Mostly Cloudy ,3.16
359068,4b888547-c323-4dbd-9a38-13dbd1ab9ee4,Financial District,Boston University,1.0,26.0,Lyft,2018-11-28 10:41:08, Partly Cloudy ,5.3
299376,2c49986a-832a-4514-840a-3fc3d77b2f85,North Station,Boston University,1.0,27.5,Lyft,2018-11-29 23:12:56, Partly Cloudy ,3.14
254474,3fa9c8f1-7ae7-43fe-807c-372cf435e20d,Beacon Hill,Northeastern University,1.0,20.5,Uber,2018-12-03 16:37:56, Partly Cloudy ,1.97
577103,9f650919-5cb9-4347-b64a-5ea8fefa6adc,Beacon Hill,Boston University,1.0,22.5,Lyft,2018-12-16 00:50:13, Partly Cloudy ,2.38
188947,f571c52c-5b1e-4581-9d5d-a16b8fb23949,Back Bay,Fenway,1.0,7.0,Lyft,2018-12-01 00:23:05, Overcast ,1.39
321010,e63c134a-a288-47c3-82ce-1750128b12e8,Financial District,North End,1.0,16.5,Lyft,2018-12-03 17:33:01, Mostly Cloudy ,1.02
495103,ad870811-2f1d-450f-a9d8-b2add0411c0f,South Station,Beacon Hill,1.0,18.0,Uber,2018-11-28 18:23:07, Overcast ,2.5
540843,c871be99-283b-46f6-85e9-16b0eaebc6de,Boston University,Financial District,1.0,32.5,Lyft,2018-11-28 16:56:25, Mostly Cloudy ,4.72
314025,16caabb3-b34e-4c98-9631-aed47b373668,Beacon Hill,South Station,1.0,5.0,Lyft,2018-12-13 22:25:05, Mostly Cloudy ,1.51
619763,be52d76d-1514-464e-90a8-d79dd35dbca2,Boston University,Financial District,1.0,21.5,Uber,2018-12-15 10:50:12, Overcast ,4.72
576763,396e5fe4-b5b9-41c2-81b3-23caa8fd4ecd,Theatre District,Boston University,1.0,42.5,Lyft,2018-12-18 10:20:08, Mostly Cloudy ,4.74
210718,a5fe664b-f7d7-4494-b416-4c1c421b0bfa,West End,South Station,1.0,13.0,Uber,2018-12-16 04:00:08, Clear ,1.45
635305,445d2859-fdbd-46f4-a553-0bf65039b6d6,South Station,Financial District,1.0,11.0,Lyft,2018-12-04 06:18:04, Overcast ,0.56
56416,b0de3c3a-cf0f-4691-ad42-ceb2714e1588,Northeastern University,Theatre District,1.0,13.5,Uber,2018-11-28 13:38:08, Partly Cloudy ,1.91
424027,2be4b920-32de-4b05-bebc-7fdfe320345f,Theatre District,North End,1.0,14.0,Uber,2018-12-15 19:20:11, Clear ,1.57
453113,f97ff408-ea0c-42fb-b662-4d802f0e6aef,North Station,Fenway,1.0,10.0,Uber,2018-11-29 02:39:18, Mostly Cloudy ,3.05
94567,82735505-0972-4ca8-b7b4-cb3d536f0296,South Station,North Station,1.0,16.5,Lyft,2018-12-15 20:25:07, Clear ,2.0
598906,897c69c3-2b65-4957-bb88-93fdc69ad426,Back Bay,South Station,1.0,16.5,Lyft,2018-12-03 07:27:57, Overcast ,1.34
70626,e90571ae-4f6b-4a09-97c7-009e3a3dc405,Beacon Hill,Haymarket Square,1.0,27.5,Lyft,2018-11-28 16:53:07, Mostly Cloudy ,1.38
25802,0311121e-874c-4f50-93af-f9c9d04ccfb4,Boston University,Beacon Hill,1.0,16.5,Lyft,2018-12-13 23:45:10, Overcast ,2.64
228133,95806de3-3198-48e1-aee1-72a32a10dc13,South Station,Theatre District,1.0,16.5,Lyft,2018-12-14 19:45:04, Partly Cloudy ,1.13
654977,35b440b7-afb0-4537-ad0f-785ac589897d,Theatre District,South Station,1.0,27.5,Uber,2018-12-16 17:25:11, Overcast ,0.55
80822,070abe98-ae66-4f17-b4a7-44b558f500bb,Northeastern University,North Station,1.0,25.0,Uber,2018-12-14 15:35:12, Clear ,3.22
572278,412765ad-90a9-40a8-b38d-e7686799ce3b,North Station,South Station,1.0,22.5,Lyft,2018-12-16 13:55:11, Overcast ,2.07
590058,12c1bd43-8123-4dc0-9657-b7dbd3b9ea89,Beacon Hill,North End,1.0,16.0,Uber,2018-11-26 14:47:09, Possible Drizzle ,1.35
86242,ea65261d-155a-452c-a4b1-ad52e2ccd7dd,Northeastern University,West End,1.0,23.0,Uber,2018-12-16 16:45:09, Overcast ,2.88
155277,c45290a2-4c19-405b-90d9-f7ff59e0d378,North Station,South Station,1.0,32.5,Lyft,2018-12-16 19:05:10, Overcast ,2.06
24425,71873365-43ea-4e0e-8217-b613ab71c6ae,South Station,Theatre District,1.0,13.5,Lyft,2018-12-18 05:30:07, Overcast ,1.14
101859,f73e8763-b7f6-48db-86ad-ddfd06f9187b,Boston University,Back Bay,1.0,8.0,Uber,2018-12-13 10:35:05, Clear ,1.51
24289,8ee6e940-b780-4104-ac52-4f67ab64c238,Boston University,Theatre District,1.0,22.5,Uber,2018-12-02 04:13:10, Mostly Cloudy ,2.45
642925,13b4ac28-abce-4390-8249-d9c6ea70ecf2,Financial District,North End,1.0,7.0,Uber,2018-11-27 11:36:22, Light Rain ,1.21
218879,07ee0b43-99ae-4fde-b62a-3cb0995110fd,Haymarket Square,Theatre District,1.0,26.0,Lyft,2018-12-14 22:25:15, Mostly Cloudy ,1.26
420898,3e6d9fe3-3583-4fa9-9d98-90a223b7f201,Beacon Hill,North End,1.0,17.5,Uber,2018-12-01 09:27:57, Mostly Cloudy ,1.51
444965,dae83bd0-e4ea-464c-9800-d29bd4b94ab6,North Station,Fenway,1.0,23.5,Uber,2018-12-16 09:40:07, Mostly Cloudy ,3.05
430694,ad6ca4c1-dca6-43a5-9505-d48bba2b2ad3,Theatre District,Boston University,1.0,11.0,Lyft,2018-11-30 07:08:01, Clear ,3.1
504655,8444b7b1-a643-4f93-b4a3-551f6aad0647,West End,South Station,1.0,18.0,Uber,2018-11-26 23:42:14, Light Rain ,2.14
143322,1c63b78a-fd16-48c6-9060-40c4309012d6,West End,Northeastern University,1.0,34.0,Uber,2018-12-02 14:52:56, Light Rain ,3.08
539856,f00f623e-0d1e-4ed7-af63-e21198f56c1d,North Station,Fenway,1.0,7.0,Lyft,2018-12-15 11:30:11, Overcast ,3.2
115006,7b965375-3923-460d-a32f-37afcac4691b,Northeastern University,Beacon Hill,1.0,9.5,Uber,2018-12-01 11:43:02, Mostly Cloudy ,2.61
563990,4f030b56-de39-48f4-b002-5c9fc147e00b,Fenway,West End,1.0,23.0,Uber,2018-12-17 18:50:10, Overcast ,2.73
598562,8dac4121-0b04-4945-a05f-9e1742096bac,Back Bay,South Station,1.0,11.0,Uber,2018-11-28 09:49:36, Partly Cloudy ,6.26
179036,9ff56900-b9b3-419d-98fe-b4b920b52cb1,South Station,West End,1.0,13.0,Uber,2018-11-27 02:42:22, Rain ,1.71
369245,e1a7e4bb-83a1-4965-9198-7a5104a3c1c2,Back Bay,North End,1.25,34.0,Lyft,2018-12-16 22:55:03, Possible Drizzle ,2.98
653513,296f1b45-6da5-4952-89f2-0b93a8a4f1d9,Northeastern University,Back Bay,1.0,7.5,Uber,2018-12-13 05:45:03, Clear ,1.64
557255,33725c7b-4c46-4b96-82aa-6ac6f90bc97c,Beacon Hill,Boston University,1.0,20.5,Uber,2018-12-14 01:40:06, Overcast ,2.27
329148,b799e1b9-e832-426f-af03-afad07a2760a,Boston University,West End,1.0,19.5,Lyft,2018-12-17 03:25:14, Light Rain ,3.03
554126,61e5b0db-4ae1-4ab6-a201-9354008d9659,Beacon Hill,Boston University,1.0,14.0,Uber,2018-12-15 14:15:09, Overcast ,2.27
480087,0c4769ee-ff24-4e52-94f3-498605448390,Haymarket Square,Theatre District,1.0,9.0,Lyft,2018-12-15 07:50:09, Mostly Cloudy ,1.2
336486,2a9b7ad5-390b-4798-8709-3759aef5fa7c,South Station,North Station,1.0,18.5,Uber,2018-12-03 09:02:56, Overcast ,1.5
677195,47440c17-f6aa-46e2-8d88-f29341f6e71a,North Station,Fenway,1.0,34.0,Uber,2018-12-13 22:10:15, Mostly Cloudy ,3.05
512173,7a1ae44d-d624-49d3-9921-3b95174195cb,South Station,North Station,1.0,26.0,Uber,2018-12-18 13:30:05, Mostly Cloudy ,1.58
286553,4768ce02-fa37-41c8-880b-8efe6da294ff,Boston University,West End,1.0,16.0,Uber,2018-11-27 03:48:23, Rain ,3.04
13251,f6c3eca2-2585-4173-a312-7a3df3fe3076,Financial District,North End,1.0,27.5,Uber,2018-12-14 08:35:05, Partly Cloudy ,1.21
253239,d5895148-a605-4f21-9e12-bf1c58695201,Beacon Hill,North End,1.0,10.5,Uber,2018-11-28 20:23:07, Overcast ,1.87
652375,0a07e6d1-c65f-4045-90fd-ce3b57282803,Back Bay,Haymarket Square,1.0,16.0,Uber,2018-11-26 10:47:09, Foggy ,2.32
226186,5b71fa23-2d0a-4b35-a9ae-9fd60496c457,Financial District,Haymarket Square,1.0,8.5,Uber,2018-11-30 14:28:01, Clear ,1.25
450102,35c6b14d-f824-44a7-9a36-a3c5c30e8fe6,Back Bay,Haymarket Square,1.0,10.5,Lyft,2018-11-29 00:50:07, Mostly Cloudy ,2.25
448476,d7e1890f-63d0-4ac0-a10d-e667438c9bd6,North Station,Fenway,1.0,9.0,Uber,2018-12-03 08:28:06, Foggy ,3.05
25716,8059f309-4919-4b4e-9158-afdc99824e60,Theatre District,Haymarket Square,1.0,13.0,Uber,2018-12-17 21:50:08, Mostly Cloudy ,1.61
635997,fb1f52a2-ae52-4a0a-a55a-d913d640a56a,Northeastern University,Financial District,1.0,19.5,Lyft,2018-12-01 02:42:58, Overcast ,4.21
237237,1586dcb7-9731-4a1b-a516-e1663222034a,North Station,South Station,1.0,9.0,Lyft,2018-11-30 09:38:03, Clear ,2.13
399190,b8365b96-a107-4622-8d89-312a4e1002cc,Theatre District,Fenway,1.0,16.5,Lyft,2018-11-26 16:14:11, Overcast ,3.16
319715,64e383b2-6fc1-46e7-a16f-060d6ab39e0d,North Station,Haymarket Square,1.0,7.0,Uber,2018-11-26 23:18:14, Light Rain ,0.56
315325,96ec0cf2-ac77-4a48-8be3-bcaca20d7bdf,Beacon Hill,Fenway,1.0,10.5,Lyft,2018-11-26 14:02:09, Possible Drizzle ,2.32
687211,280d6687-5acf-4b40-9f02-6ed292869e3f,Boston University,West End,1.0,8.5,Uber,2018-11-28 18:06:24, Overcast ,3.04
75953,0d92d019-542a-461d-a3fc-9d2d66819565,Financial District,Boston University,1.25,32.5,Lyft,2018-11-27 12:48:22, Light Rain ,5.42
157236,65701721-2488-4467-a988-3c73d4d50597,Beacon Hill,North End,1.0,8.5,Uber,2018-12-16 03:40:12, Clear ,2.43
657419,e839c258-97aa-4d25-a118-b02565cc9860,Back Bay,Northeastern University,1.0,7.0,Uber,2018-12-02 19:23:05, Light Rain ,1.22
580479,9def595b-728b-4231-9f57-8fce08a3f003,Financial District,Haymarket Square,1.0,16.5,Lyft,2018-11-26 13:02:09, Overcast ,1.27
360167,06ecde72-62ff-4759-a8c4-d13ea3652841,North End,Beacon Hill,1.0,16.5,Lyft,2018-12-04 02:07:56, Partly Cloudy ,1.95
500628,b16f7d9b-d6a4-41eb-ac7a-5e8136966c69,Fenway,Financial District,1.0,13.5,Lyft,2018-12-16 02:15:11, Partly Cloudy ,4.37
396590,1741e4d8-59a3-4338-a64f-608f7afae82e,North Station,Fenway,1.0,16.5,Lyft,2018-11-29 03:26:08, Partly Cloudy ,3.2
275669,93a9e922-cbf3-49c2-b6fe-5301434c5054,North End,Beacon Hill,1.0,10.5,Uber,2018-11-26 23:18:15, Light Rain ,2.67
359553,0ed4a873-52fd-4442-9882-4b983403cd8a,West End,South Station,1.0,13.5,Lyft,2018-11-27 05:00:22, Rain ,2.09
10288,8181ed25-2cb8-4cfb-9d0a-ba1207fb6f53,Boston University,Theatre District,1.0,32.5,Uber,2018-11-27 09:18:23, Light Rain ,2.98
214330,c7f5aedb-6077-40a9-9004-8ac8f84fc16e,North End,North Station,1.0,5.0,Lyft,2018-12-14 05:10:12, Overcast ,1.13
644706,37f4bee9-da8e-48da-9245-32d1199561ad,Boston University,Back Bay,1.0,13.5,Lyft,2018-12-17 16:40:05, Overcast ,1.5
536913,20d29702-4cf4-4989-87d3-2b0a4bd8550b,West End,Fenway,1.0,22.5,Lyft,2018-11-27 09:36:23, Light Rain ,2.93
563343,0e5c2484-a91e-4322-94e3-0ed474118501,Back Bay,Northeastern University,1.0,15.5,Uber,2018-12-16 08:25:07, Partly Cloudy ,1.22
99530,e94450aa-0b60-4c07-aef9-fe8b40636a1c,West End,South Station,1.0,18.5,Uber,2018-11-30 06:48:02, Clear ,2.14
414376,d5186dc6-d3df-4a89-8649-4dec0049d578,North Station,Northeastern University,1.0,38.5,Lyft,2018-11-28 11:56:08, Mostly Cloudy ,3.33
368030,e3eb4fc7-e6f6-476e-92d2-14c304870f03,Northeastern University,West End,1.0,32.5,Lyft,2018-11-28 16:59:07, Mostly Cloudy ,2.83
226512,923ebf79-4cc1-4f23-a447-5c9d893212a0,North End,Back Bay,1.0,9.5,Uber,2018-12-18 03:20:03, Overcast ,2.73
11066,cabb6450-fd86-4d25-936e-c5a0fb99fe9b,North Station,Northeastern University,1.0,19.5,Lyft,2018-11-28 13:06:24, Partly Cloudy ,3.29
425707,700933ca-7cfd-4ef9-8112-0cca7c07e96c,Beacon Hill,Northeastern University,1.0,22.5,Lyft,2018-12-02 00:27:57, Clear ,2.48
319144,ad0d1274-188b-4523-81de-4814edccd26a,Boston University,Theatre District,1.0,7.0,Lyft,2018-12-16 04:05:13, Clear ,2.96
462830,f15fafc7-6d33-47f3-a2e7-d73a6a4058aa,Financial District,South Station,1.0,26.0,Uber,2018-12-13 07:30:08, Clear ,0.39
